New York State Department of Corrections and Community Supervision,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11
"Incidents Originally Resulting in a SHU sanction - April 2022 (Dismissals Excluded, Only Guilty Rule Violations Included)",,,,,,,,,,,,
Date,Time,Facility,TIER,Guilty1,,Guilty2,,Guilty3,,TotalInfractions,Total GuiltyInfractions,OriginalSHUDays
2022-04-12,0630,Greene,3,102.10,THREATS,104.11,VIOLENT CONDUCT,104.12,DEMONSTRATION,6,6,180
2022-04-12,0630,Greene,3,118.22,UNHYGIENIC ACT,118.22,UNHYGIENIC ACT,102.10,THREATS,18,16,365
2022-04-12,1100,Greene,3,102.10,THREATS,106.10,DIRECT ORDER,107.10,INTERFERENCE,5,5,15
2022-04-12,0630,Greene,3,102.10,THREATS,104.11,VIOLENT CONDUCT,104.12,DEMONSTRATION,6,6,180
2022-04-12,0630,Greene,3,104.11,VIOLENT CONDUCT,115.10,SEARCH/FRISK,106.10,DIRECT ORDER,4,4,60
2022-04-12,1100,Greene,3,102.10,THREATS,106.10,DIRECT ORDER,107.10,INTERFERENCE,5,4,15
2022-04-12,2020,Greene,3,106.10,DIRECT ORDER,107.10,INTERFERENCE,109.12,MOVEMENT VIO,3,3,20
2022-04-12,0630,Greene,3,102.10,THREATS,104.11,VIOLENT CONDUCT,104.12,DEMONSTRATION,6,6,140
2022-04-12,0630,Greene,3,102.10,THREATS,104.11,VIOLENT CONDUCT,104.12,DEMONSTRATION,6,6,180
2022-04-12,0630,Greene,3,102.10,THREATS,104.11,VIOLENT CONDUCT,104.12,DEMONSTRATION,6,6,140
2022-04-12,1800,Mid-State,3,106.10,DIRECT ORDER,107.10,INTERFERENCE,109.12,MOVEMENT VIO,3,3,15
2022-04-12,1300,Mid-State,3,106.10,DIRECT ORDER,107.10,INTERFERENCE,109.12,MOVEMENT VIO,3,3,60
2022-04-12,1330,Sullivan,3,102.10,THREATS,104.11,VIOLENT CONDUCT,,,2,2,60
2022-04-12,1830,Ulster,3,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,111.10,IMPERSONATION,5,4,30
2022-04-12,0830,Washington,3,106.10,DIRECT ORDER,107.11,HARASSMENT,,,7,2,3
2022-04-12,0805,Wyoming,3,100.13,FIGHTING,104.11,VIOLENT CONDUCT,104.13,CREATE DISTURB,3,3,90
2022-04-12,0805,Wyoming,3,100.13,FIGHTING,104.11,VIOLENT CONDUCT,104.13,CREATE DISTURB,3,3,30
"Incidents Originally Resulting in a SHU sanction - April 2022 (Dismissals Excluded, Only Guilty Rule Violations Included)",,,,,,,,,,,,
Date,Time,Facility,TIER,Guilty1,,Guilty2,,Guilty3,,TotalInfractions,Total GuiltyInfractions,OriginalSHUDays
2022-04-13,1420,Attica,3,106.10,DIRECT ORDER,107.10,INTERFERENCE,109.12,MOVEMENT VIO,3,3,75
2022-04-13,1729,Auburn,3,113.10,WEAPON,114.10,SMUGGLING,,,2,2,122
2022-04-13,2114,Auburn,3,118.22,UNHYGIENIC ACT,106.10,DIRECT ORDER,,,2,2,180
2022-04-13,1635,Auburn,3,100.13,FIGHTING,104.11,VIOLENT CONDUCT,104.13,CREATE DISTURB,4,3,47
2022-04-13,1500,Bare Hill,3,105.13,GANGS,,,,,1,1,60
2022-04-13,0945,Cape Vincent,3,113.10,WEAPON,113.23,CONTRABAND,113.11,ALTERED ITEM,3,3,270
2022-04-13,1320,Cayuga,3,102.10,THREATS,107.10,INTERFERENCE,,,4,2,14
2022-04-13,1520,Clinton,3,105.13,GANGS,106.10,DIRECT ORDER,180.11,FACIL CORRESPOND,5,4,60
2022-04-13,1755,Clinton,3,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,106.10,DIRECT ORDER,6,4,25
2022-04-13,0845,Collins,3,113.10,WEAPON,,,,,1,1,90
2022-04-13,1644,Eastern,3,100.13,FIGHTING,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,3,3,120
2022-04-13,1644,Eastern,3,100.13,FIGHTING,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,3,3,90
2022-04-13,0922,Elmira,3,100.13,FIGHTING,104.13,CREATE DISTURB,,,3,2,90
2022-04-13,0854,Fishkill,3,100.13,FIGHTING,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,5,4,30
2022-04-13,0854,Fishkill,3,100.13,FIGHTING,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,6,5,120
2022-04-13,1010,Five Points,3,100.13,FIGHTING,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,4,4,90
2022-04-13,1355,Franklin,3,100.13,FIGHTING,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,3,3,75
2022-04-13,1355,Franklin,3,100.13,FIGHTING,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,3,3,25
2022-04-13,1745,Gouverneur,3,102.10,THREATS,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,3,3,60
2022-04-13,1730,Great Meadow,3,100.11,ASSAULT ON STAFF,104.11,VIOLENT CONDUCT,104.11,VIOLENT CONDUCT,7,6,60
2022-04-13,1221,Greene,3,118.10,ARSON,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,6,6,90
2022-04-13,1230,Greene,3,113.10,WEAPON,114.10,SMUGGLING,113.23,CONTRABAND,4,4,90
2022-04-13,0950,Groveland,3,106.10,DIRECT ORDER,107.10,INTERFERENCE,104.13,CREATE DISTURB,4,3,15
2022-04-13,0915,Mid-State,3,104.11,VIOLENT CONDUCT,115.10,SEARCH/FRISK,106.10,DIRECT ORDER,4,4,60
2022-04-13,1110,Mid-State,3,113.10,WEAPON,113.11,ALTERED ITEM,,,2,2,93
2022-04-13,0842,Orleans,3,100.13,FIGHTING,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,5,5,180
2022-04-13,0842,Orleans,3,100.13,FIGHTING,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,5,5,15
2022-04-13,1205,Sing Sing,3,104.11,VIOLENT CONDUCT,107.10,INTERFERENCE,104.13,CREATE DISTURB,5,3,44
2022-04-13,1105,Sullivan,3,102.10,THREATS,104.11,VIOLENT CONDUCT,115.10,SEARCH/FRISK,6,6,60
2022-04-13,1240,Ulster,3,102.10,THREATS,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,4,4,30
2022-04-13,1630,Upstate,3,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,107.10,INTERFERENCE,4,3,30
2022-04-13,1330,Upstate,3,114.10,SMUGGLING,107.10,INTERFERENCE,113.23,CONTRABAND,4,4,60
2022-04-13,1240,Wende,3,100.13,FIGHTING,104.11,VIOLENT CONDUCT,105.13,GANGS,5,5,13
2022-04-13,1240,Wende,3,100.13,FIGHTING,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,3,3,2
2022-04-13,1235,Wende,3,118.22,UNHYGIENIC ACT,102.10,THREATS,104.11,VIOLENT CONDUCT,6,6,90
2022-04-13,1215,Wyoming,3,113.10,WEAPON,113.23,CONTRABAND,113.11,ALTERED ITEM,3,3,104
2022-04-13,1720,Wyoming,3,102.10,THREATS,115.10,SEARCH/FRISK,106.10,DIRECT ORDER,6,6,44
2022-04-14,1415,Adirondack,3,100.11,ASSAULT ON STAFF,115.10,SEARCH/FRISK,106.10,DIRECT ORDER,5,5,120
2022-04-14,1230,Attica,3,115.10,SEARCH/FRISK,106.10,DIRECT ORDER,107.10,INTERFERENCE,4,3,50
2022-04-14,1042,Attica,3,113.10,WEAPON,,,,,1,1,270
2022-04-14,2030,Auburn,3,104.11,VIOLENT CONDUCT,115.10,SEARCH/FRISK,106.10,DIRECT ORDER,4,3,90
2022-04-14,0925,Auburn,3,113.10,WEAPON,114.10,SMUGGLING,113.23,CONTRABAND,4,3,60
2022-04-14,1950,Bare Hill,3,104.12,DEMONSTRATION,107.10,INTERFERENCE,104.13,CREATE DISTURB,4,3,90
"Incidents Originally Resulting in a SHU sanction - April 2022 (Dismissals Excluded, Only Guilty Rule Violations Included)",,,,,,,,,,,,
Date,Time,Facility,TIER,Guilty1,,Guilty2,,Guilty3,,TotalInfractions,Total GuiltyInfractions,OriginalSHUDays
2022-04-14,1805,Cape Vincent,3,113.10,WEAPON,114.10,SMUGGLING,106.10,DIRECT ORDER,5,5,180
2022-04-14,2035,Cayuga,3,102.10,THREATS,106.10,DIRECT ORDER,106.10,DIRECT ORDER,6,6,90
2022-04-14,2037,Cayuga,3,106.10,DIRECT ORDER,109.15,REFUSE DBL CELLING,107.10,INTERFERENCE,4,4,30
2022-04-14,1645,Clinton,3,100.10,ASSAULT ON INMATE,100.13,FIGHTING,104.11,VIOLENT CONDUCT,5,4,220
2022-04-14,1645,Clinton,3,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,,,4,2,2
2022-04-14,1645,Clinton,3,100.13,FIGHTING,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,5,3,45
2022-04-14,2010,Clinton,3,104.11,VIOLENT CONDUCT,104.12,DEMONSTRATION,106.10,DIRECT ORDER,9,7,150
2022-04-14,0700,Collins,3,102.10,THREATS,107.11,HARASSMENT,,,2,2,120
2022-04-14,0035,Collins,3,100.13,FIGHTING,104.11,VIOLENT CONDUCT,,,2,2,45
2022-04-14,1200,Edgecombe,3,106.10,DIRECT ORDER,104.13,CREATE DISTURB,,,4,2,30
2022-04-14,1335,Elmira,3,100.11,ASSAULT ON STAFF,104.11,VIOLENT CONDUCT,107.10,INTERFERENCE,4,3,270
2022-04-14,0900,Elmira,3,113.10,WEAPON,114.10,SMUGGLING,,,2,2,135
2022-04-14,1029,Fishkill,3,114.10,SMUGGLING,113.33,DRUG POSSES,113.34,DRUG USE,3,3,30
2022-04-14,1700,Great Meadow,3,100.11,ASSAULT ON STAFF,100.11,ASSAULT ON STAFF,118.22,UNHYGIENIC ACT,8,6,214
2022-04-14,1330,Great Meadow,3,113.10,WEAPON,100.13,FIGHTING,104.11,VIOLENT CONDUCT,5,5,365
2022-04-14,1120,Green Haven,3,106.10,DIRECT ORDER,101.20,LEWD CONDUCT,,,3,2,60
2022-04-14,1420,Green Haven,3,113.10,WEAPON,114.10,SMUGGLING,,,5,2,94
2022-04-14,1720,Greene,3,106.10,DIRECT ORDER,107.10,INTERFERENCE,109.12,MOVEMENT VIO,3,3,45
2022-04-14,1630,Greene,3,106.10,DIRECT ORDER,107.10,INTERFERENCE,109.12,MOVEMENT VIO,3,3,30
2022-04-14,1455,Lakeview,3,102.10,THREATS,115.10,SEARCH/FRISK,106.10,DIRECT ORDER,6,5,14
2022-04-14,0825,Marcy,3,104.11,VIOLENT CONDUCT,104.13,CREATE DISTURB,100.15,DISORDERLY COND,3,3,90
2022-04-14,1056,Mid-State,3,100.13,FIGHTING,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,5,3,29
2022-04-14,2005,Mid-State,3,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,104.13,CREATE DISTURB,3,3,90
2022-04-14,1830,Mohawk,3,100.13,FIGHTING,104.11,VIOLENT CONDUCT,104.13,CREATE DISTURB,3,3,30
2022-04-14,0900,Orleans,3,114.10,SMUGGLING,113.23,CONTRABAND,,,2,2,35
2022-04-14,0905,Orleans,3,102.10,THREATS,104.11,VIOLENT CONDUCT,104.11,VIOLENT CONDUCT,10,10,365
2022-04-14,0845,Orleans,3,114.10,SMUGGLING,113.23,CONTRABAND,,,2,2,20
2022-04-14,1325,Orleans,3,100.11,ASSAULT ON STAFF,104.11,VIOLENT CONDUCT,115.10,SEARCH/FRISK,6,6,540
2022-04-14,1133,Riverview,3,100.13,FIGHTING,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,4,4,90
2022-04-14,1716,Riverview,3,100.11,ASSAULT ON STAFF,118.22,UNHYGIENIC ACT,104.11,VIOLENT CONDUCT,5,5,180
2022-04-14,1220,Riverview,3,100.11,ASSAULT ON STAFF,100.13,FIGHTING,104.11,VIOLENT CONDUCT,8,8,365
2022-04-14,0845,Sullivan,3,102.10,THREATS,104.11,VIOLENT CONDUCT,107.11,HARASSMENT,3,3,60
2022-04-14,1115,Sullivan,3,118.22,UNHYGIENIC ACT,102.10,THREATS,106.10,DIRECT ORDER,4,4,180
2022-04-14,1430,Ulster,3,113.10,WEAPON,114.10,SMUGGLING,,,2,2,60
2022-04-14,0940,Upstate,3,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,112.22,OBSTRUCT VISIB,3,3,60
2022-04-14,1250,Upstate,3,113.10,WEAPON,100.13,FIGHTING,104.11,VIOLENT CONDUCT,5,5,150
2022-04-14,0903,Upstate,3,102.10,THREATS,106.10,DIRECT ORDER,,,2,2,30
2022-04-14,1250,Upstate,3,100.13,FIGHTING,,,,,2,1,15
2022-04-14,1250,Upstate,3,100.13,FIGHTING,104.11,VIOLENT CONDUCT,,,2,2,30
2022-04-14,2020,Washington,3,113.10,WEAPON,113.23,CONTRABAND,113.11,ALTERED ITEM,3,3,60
2022-04-14,0800,Wende,3,100.13,FIGHTING,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,4,4,2
2022-04-14,0800,Wende,3,100.13,FIGHTING,104.11,VIOLENT CONDUCT,,,4,2,2
2022-04-15,1554,Attica,3,113.10,WEAPON,,,,,1,1,90
"Incidents Originally Resulting in a SHU sanction - April 2022 (Dismissals Excluded, Only Guilty Rule Violations Included)",,,,,,,,,,,,
Date,Time,Facility,TIER,Guilty1,,Guilty2,,Guilty3,,TotalInfractions,Total GuiltyInfractions,OriginalSHUDays
2022-04-15,1835,Auburn,3,114.10,SMUGGLING,113.23,CONTRABAND,,,2,2,90
2022-04-15,0805,Bedford Hills,3,100.13,FIGHTING,104.11,VIOLENT CONDUCT,104.13,CREATE DISTURB,5,3,70
2022-04-15,2045,Bedford Hills,3,102.10,THREATS,106.10,DIRECT ORDER,104.13,CREATE DISTURB,4,4,180
2022-04-15,1540,Clinton,3,100.13,FIGHTING,104.11,VIOLENT CONDUCT,104.13,CREATE DISTURB,3,3,34
2022-04-15,2055,Clinton,3,100.13,FIGHTING,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,4,4,90
2022-04-15,1540,Clinton,3,100.13,FIGHTING,104.11,VIOLENT CONDUCT,104.13,CREATE DISTURB,3,3,90
2022-04-15,1030,Clinton,3,118.22,UNHYGIENIC ACT,,,,,4,1,90
2022-04-15,2055,Clinton,3,100.13,FIGHTING,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,5,4,3
2022-04-15,2000,Clinton,3,100.13,FIGHTING,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,5,4,15
2022-04-15,1725,Collins,3,106.10,DIRECT ORDER,107.10,INTERFERENCE,,,2,2,15
2022-04-15,0910,Collins,3,106.10,DIRECT ORDER,107.10,INTERFERENCE,109.12,MOVEMENT VIO,4,3,15
2022-04-15,0915,Collins,3,104.11,VIOLENT CONDUCT,107.10,INTERFERENCE,107.11,HARASSMENT,4,3,15
2022-04-15,1232,Coxsackie,3,100.13,FIGHTING,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,3,3,90
2022-04-15,2140,Eastern,3,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,109.12,MOVEMENT VIO,4,3,44
2022-04-15,0825,Elmira,3,100.11,ASSAULT ON STAFF,113.10,WEAPON,118.22,UNHYGIENIC ACT,8,8,730
2022-04-15,2255,Franklin,3,102.10,THREATS,106.10,DIRECT ORDER,,,2,2,40
2022-04-15,1750,Great Meadow,3,118.22,UNHYGIENIC ACT,102.10,THREATS,106.10,DIRECT ORDER,7,7,119
2022-04-15,1945,Great Meadow,3,113.10,WEAPON,114.10,SMUGGLING,113.23,CONTRABAND,3,3,120
2022-04-15,1940,Great Meadow,3,113.10,WEAPON,114.10,SMUGGLING,106.10,DIRECT ORDER,8,7,179
2022-04-15,1920,Great Meadow,3,113.10,WEAPON,114.10,SMUGGLING,113.23,CONTRABAND,3,3,184
2022-04-15,1820,Greene,3,104.11,VIOLENT CONDUCT,104.13,CREATE DISTURB,109.12,MOVEMENT VIO,4,3,90
2022-04-15,1255,Greene,3,106.10,DIRECT ORDER,107.10,INTERFERENCE,109.12,MOVEMENT VIO,3,3,45
2022-04-15,1145,Marcy,3,100.11,ASSAULT ON STAFF,104.11,VIOLENT CONDUCT,107.10,INTERFERENCE,4,4,59
2022-04-15,1200,Mid-State,3,106.10,DIRECT ORDER,107.10,INTERFERENCE,109.12,MOVEMENT VIO,3,3,49
2022-04-15,1205,Mid-State,3,104.11,VIOLENT CONDUCT,115.10,SEARCH/FRISK,106.10,DIRECT ORDER,4,4,90
2022-04-15,0755,Mid-State,3,100.11,ASSAULT ON STAFF,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,3,3,58
2022-04-15,0130,Mohawk,3,101.10,SEX OFFENSE,,,,,1,1,90
2022-04-15,1245,Orleans,3,100.13,FIGHTING,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,4,4,45
2022-04-15,1630,Sullivan,3,100.11,ASSAULT ON STAFF,118.22,UNHYGIENIC ACT,102.10,THREATS,6,5,180
2022-04-15,0940,Ulster,3,100.11,ASSAULT ON STAFF,101.11,FORCIBLE TOUCHING,104.11,VIOLENT CONDUCT,6,6,200
2022-04-15,0750,Washington,3,104.11,VIOLENT CONDUCT,115.10,SEARCH/FRISK,106.10,DIRECT ORDER,6,6,30
2022-04-15,0625,Washington,3,100.13,FIGHTING,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,5,5,89
2022-04-15,0625,Washington,3,100.13,FIGHTING,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,4,4,29
2022-04-15,0900,Wende,3,101.22,STALKING,102.10,THREATS,104.11,VIOLENT CONDUCT,5,5,90
2022-04-16,2305,Bare Hill,3,102.10,THREATS,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,5,3,30
2022-04-16,2215,Cayuga,3,102.10,THREATS,106.10,DIRECT ORDER,107.10,INTERFERENCE,7,6,28
2022-04-16,0900,Coxsackie,3,100.13,FIGHTING,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,3,3,90
2022-04-16,0945,Eastern,3,113.10,WEAPON,113.23,CONTRABAND,113.11,ALTERED ITEM,3,3,184
2022-04-16,0345,Franklin,3,100.13,FIGHTING,104.11,VIOLENT CONDUCT,,,3,2,89
2022-04-16,2110,Great Meadow,3,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,109.12,MOVEMENT VIO,3,3,120
2022-04-16,0845,Great Meadow,3,100.10,ASSAULT ON INMATE,113.10,WEAPON,100.13,FIGHTING,6,5,120
2022-04-16,0845,Great Meadow,3,100.13,FIGHTING,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,5,5,30
2022-04-16,1200,Great Meadow,3,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,107.10,INTERFERENCE,4,4,58
"Incidents Originally Resulting in a SHU sanction - April 2022 (Dismissals Excluded, Only Guilty Rule Violations Included)",,,,,,,,,,,,
Date,Time,Facility,TIER,Guilty1,,Guilty2,,Guilty3,,TotalInfractions,Total GuiltyInfractions,OriginalSHUDays
2022-04-16,0845,Great Meadow,3,100.11,ASSAULT ON STAFF,100.13,FIGHTING,104.11,VIOLENT CONDUCT,5,5,18
2022-04-16,1915,Greene,3,113.10,WEAPON,114.10,SMUGGLING,113.23,CONTRABAND,4,4,210
2022-04-16,1130,Mid-State,3,102.10,THREATS,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,4,4,90
2022-04-16,1954,Mohawk,3,100.13,FIGHTING,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,4,4,60
2022-04-16,1320,Mohawk,3,118.22,UNHYGIENIC ACT,106.10,DIRECT ORDER,109.10,OUT OF PLACE,3,3,45
2022-04-16,1954,Mohawk,3,100.13,FIGHTING,104.11,VIOLENT CONDUCT,,,3,2,60
2022-04-16,1954,Mohawk,3,100.13,FIGHTING,104.11,VIOLENT CONDUCT,115.10,SEARCH/FRISK,7,7,60
2022-04-16,1135,Sullivan,3,104.11,VIOLENT CONDUCT,104.13,CREATE DISTURB,116.10,LOSS/DAMAGE PROP,3,3,60
2022-04-16,1000,Upstate,3,106.10,DIRECT ORDER,107.10,INTERFERENCE,104.13,CREATE DISTURB,5,4,45
2022-04-16,1120,Upstate,3,100.13,FIGHTING,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,3,3,75
2022-04-16,1120,Upstate,3,100.13,FIGHTING,106.10,DIRECT ORDER,,,3,2,30
2022-04-16,1250,Wende,3,102.10,THREATS,,,,,1,1,250
2022-04-17,1800,Albion,3,114.10,SMUGGLING,113.23,CONTRABAND,,,2,2,13
2022-04-17,1130,Auburn,3,100.11,ASSAULT ON STAFF,118.22,UNHYGIENIC ACT,,,2,2,365
2022-04-17,0800,Auburn,3,100.13,FIGHTING,104.11,VIOLENT CONDUCT,104.11,VIOLENT CONDUCT,10,9,89
2022-04-17,1740,Cape Vincent,3,113.10,WEAPON,104.11,VIOLENT CONDUCT,115.10,SEARCH/FRISK,6,6,400
2022-04-17,1135,Clinton,3,100.10,ASSAULT ON INMATE,113.10,WEAPON,104.11,VIOLENT CONDUCT,5,4,270
2022-04-17,1620,Clinton,3,100.13,FIGHTING,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,5,3,60
2022-04-17,1620,Clinton,3,100.10,ASSAULT ON INMATE,113.10,WEAPON,100.13,FIGHTING,9,7,215
2022-04-17,1635,Collins,3,100.10,ASSAULT ON INMATE,100.11,ASSAULT ON STAFF,104.11,VIOLENT CONDUCT,4,4,90
2022-04-17,1430,Eastern,3,113.33,DRUG POSSES,,,,,2,1,47
2022-04-17,0930,Great Meadow,3,113.10,WEAPON,113.11,ALTERED ITEM,,,2,2,60
2022-04-17,1910,Green Haven,3,100.13,FIGHTING,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,5,4,5
2022-04-17,1635,Greene,3,102.10,THREATS,106.10,DIRECT ORDER,121.12,PHONE VIOLATION,4,3,60
2022-04-17,0940,Lakeview,3,100.10,ASSAULT ON INMATE,113.10,WEAPON,100.13,FIGHTING,4,4,365
2022-04-17,0940,Lakeview,3,100.10,ASSAULT ON INMATE,104.11,VIOLENT CONDUCT,,,3,2,180
2022-04-17,1015,Lakeview,3,113.10,WEAPON,,,,,2,1,365
2022-04-17,0736,Mohawk,3,106.10,DIRECT ORDER,106.10,DIRECT ORDER,118.33,FLOODING,10,9,15
2022-04-17,2112,Mohawk,3,100.13,FIGHTING,104.11,VIOLENT CONDUCT,107.10,INTERFERENCE,4,4,45
2022-04-17,1100,Upstate,3,102.10,THREATS,106.10,DIRECT ORDER,107.10,INTERFERENCE,5,5,60
2022-04-17,2255,Wallkill,3,100.11,ASSAULT ON STAFF,106.10,DIRECT ORDER,107.10,INTERFERENCE,5,4,34
2022-04-17,0045,Washington,3,104.11,VIOLENT CONDUCT,,,,,3,1,59
2022-04-17,0930,Woodbourne,3,114.10,SMUGGLING,113.23,CONTRABAND,,,2,2,32
2022-04-18,0910,Albion,3,104.11,VIOLENT CONDUCT,104.13,CREATE DISTURB,107.20,FALSE INFORMATION,6,6,59
2022-04-18,1249,Attica,3,102.10,THREATS,104.11,VIOLENT CONDUCT,,,2,2,364
2022-04-18,1046,Attica,3,100.13,FIGHTING,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,5,5,59
2022-04-18,1046,Attica,3,100.13,FIGHTING,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,5,5,59
2022-04-18,1047,Attica,3,100.13,FIGHTING,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,5,5,29
2022-04-18,2030,Cape Vincent,3,113.10,WEAPON,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,5,5,90
2022-04-18,1111,Clinton,3,102.10,THREATS,106.10,DIRECT ORDER,107.10,INTERFERENCE,6,3,30
2022-04-18,1050,Elmira,3,104.11,VIOLENT CONDUCT,116.10,LOSS/DAMAGE PROP,,,2,2,90
2022-04-18,1240,Five Points,3,113.10,WEAPON,114.10,SMUGGLING,113.23,CONTRABAND,4,4,180
2022-04-18,1330,Five Points,3,114.10,SMUGGLING,180.11,FACIL CORRESPOND,113.23,CONTRABAND,4,4,45
"Incidents Originally Resulting in a SHU sanction - April 2022 (Dismissals Excluded, Only Guilty Rule Violations Included)",,,,,,,,,,,,
Date,Time,Facility,TIER,Guilty1,,Guilty2,,Guilty3,,TotalInfractions,Total GuiltyInfractions,OriginalSHUDays
2022-04-18,1230,Five Points,3,102.10,THREATS,113.26,EMPLOYEE INFO.,107.11,HARASSMENT,3,3,360
2022-04-18,1645,Five Points,3,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,107.10,INTERFERENCE,5,5,89
2022-04-18,0810,Five Points,3,118.22,UNHYGIENIC ACT,,,,,1,1,90
2022-04-18,0800,Great Meadow,3,107.10,INTERFERENCE,107.20,FALSE INFORMATION,,,2,2,90
2022-04-18,0810,Great Meadow,3,102.10,THREATS,106.10,DIRECT ORDER,107.11,HARASSMENT,4,3,60
2022-04-18,1525,Green Haven,3,101.20,LEWD CONDUCT,107.10,INTERFERENCE,107.11,HARASSMENT,3,3,3
2022-04-18,1200,Greene,3,102.10,THREATS,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,3,3,120
2022-04-18,1330,Greene,3,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,107.10,INTERFERENCE,4,4,90
2022-04-18,1345,Greene,3,100.10,ASSAULT ON INMATE,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,5,4,45
2022-04-18,1143,Marcy,3,102.10,THREATS,104.11,VIOLENT CONDUCT,107.10,INTERFERENCE,4,4,120
2022-04-18,1235,Orleans,3,102.10,THREATS,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,6,6,365
2022-04-18,1300,Orleans,3,106.10,DIRECT ORDER,107.10,INTERFERENCE,116.10,LOSS/DAMAGE PROP,3,3,60
2022-04-18,1230,Shawangunk,3,102.10,THREATS,106.10,DIRECT ORDER,107.10,INTERFERENCE,4,3,60
2022-04-18,1105,Shawangunk,3,100.11,ASSAULT ON STAFF,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,6,3,45
2022-04-18,1325,Sing Sing,3,100.11,ASSAULT ON STAFF,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,4,4,60
2022-04-18,1340,Sing Sing,3,113.10,WEAPON,114.10,SMUGGLING,113.23,CONTRABAND,4,4,300
2022-04-18,0920,Upstate,3,102.10,THREATS,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,8,8,180
2022-04-18,1915,Wallkill,3,100.11,ASSAULT ON STAFF,102.10,THREATS,104.11,VIOLENT CONDUCT,6,6,90
2022-04-18,1015,Washington,3,113.10,WEAPON,114.10,SMUGGLING,113.23,CONTRABAND,4,4,90
2022-04-18,1354,Washington,3,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,104.13,CREATE DISTURB,4,4,90
2022-04-18,0940,Woodbourne,3,100.11,ASSAULT ON STAFF,104.11,VIOLENT CONDUCT,115.10,SEARCH/FRISK,6,6,60
2022-04-19,1815,Auburn,3,113.10,WEAPON,100.13,FIGHTING,104.11,VIOLENT CONDUCT,5,4,150
2022-04-19,1950,Auburn,3,100.13,FIGHTING,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,4,4,45
2022-04-19,1950,Auburn,3,113.10,WEAPON,100.13,FIGHTING,104.11,VIOLENT CONDUCT,5,5,119
