Unnamed: 0,Unnamed: 1,Unnamed: 2,New York State Department of Corrections and Community Supervision,Unnamed: 3,Unnamed: 4
2022-06-03,1445 Wende,,3 100.11 ASSAULT ON STAFF 118.22 UNHYGIENIC ACT 104.11 VIOLENT CONDUCT 4,4.0,365
2022-06-03,1105 Wyoming,,3 106.10 DIRECT ORDER 107.10 INTERFERENCE 109.12 MOVEMENT VIO 4,4.0,15
2022-06-03,2050 Wyoming,,3 105.13 GANGS 114.10 SMUGGLING 113.23 CONTRABAND 3,3.0,75
2022-06-04,515 Auburn,,3 102.10 THREATS 104.12 DEMONSTRATION 106.10 DIRECT ORDER 7,5.0,90
2022-06-04,1330 Cayuga,,3 107.10 INTERFERENCE 104.13 CREATE DISTURB 107.11 HARASSMENT 3,3.0,30
2022-06-04,815 Clinton,,3 100.11 ASSAULT ON STAFF 118.22 UNHYGIENIC ACT 102.10 THREATS 14,14.0,270
2022-06-04,1040 Clinton,,3 100.11 ASSAULT ON STAFF 104.11 VIOLENT CONDUCT 106.10 DIRECT ORDER 5,5.0,60
2022-06-04,935 Coxsackie,,3 113.10 WEAPON 2,1.0,180
2022-06-04,1616 Elmira,,3 113.10 WEAPON 113.23 CONTRABAND 2,2.0,365
2022-06-04,1522 Elmira,,3 100.13 FIGHTING 104.11 VIOLENT CONDUCT 106.10 DIRECT ORDER 4,4.0,90
2022-06-04,1522 Elmira,,3 100.13 FIGHTING 104.11 VIOLENT CONDUCT 106.10 DIRECT ORDER 4,4.0,120
2022-06-04,1522 Elmira,,3 100.13 FIGHTING 104.11 VIOLENT CONDUCT 106.10 DIRECT ORDER 4,4.0,90
2022-06-04,1522 Elmira,,3 100.13 FIGHTING 104.11 VIOLENT CONDUCT 106.10 DIRECT ORDER 4,4.0,30
2022-06-04,1522 Elmira,,3 100.13 FIGHTING 104.11 VIOLENT CONDUCT 106.10 DIRECT ORDER 4,4.0,80
2022-06-04,1522 Elmira,,3 100.13 FIGHTING 104.11 VIOLENT CONDUCT 106.10 DIRECT ORDER 4,4.0,120
2022-06-04,1945 Elmira,,3 100.10 ASSAULT ON INCAR INDIV 100.13 FIGHTING 104.11 VIOLENT CONDUCT 4,4.0,90
2022-06-04,1522 Elmira,,3 100.13 FIGHTING 104.11 VIOLENT CONDUCT 104.13 CREATE DISTURB 4,3.0,80
2022-06-04,1522 Elmira,,3 100.13 FIGHTING 104.11 VIOLENT CONDUCT 106.10 DIRECT ORDER 4,4.0,15
2022-06-04,1522 Elmira,,3 113.10 WEAPON 100.13 FIGHTING 104.11 VIOLENT CONDUCT 7,6.0,180
2022-06-04,1522 Elmira,,3 100.13 FIGHTING 104.11 VIOLENT CONDUCT 104.11 VIOLENT CONDUCT 6,6.0,40
2022-06-04,1522 Elmira,,3 100.13 FIGHTING 104.11 VIOLENT CONDUCT 104.13 CREATE DISTURB 4,3.0,30
2022-06-04,1522 Elmira,,3 100.13 FIGHTING 104.11 VIOLENT CONDUCT 106.10 DIRECT ORDER 4,4.0,61
2022-06-04,1205 Five Points,,3 100.13 FIGHTING 104.11 VIOLENT CONDUCT 106.10 DIRECT ORDER 4,4.0,30
