time,facility,tier,date,g1,g1_label,g2,g2_label,g3,g3_label,tot_infractions,tot_g_infractions,orig_shu_days
1250,Clinton,3,2022-04-01,113.10,WEAPON,118.22,UNHYGIENIC ACT,104.11,VIOLENT CONDUCT,5,5,180
1955,Clinton,3,2022-04-01,100.13,FIGHTING,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,4,4,45
1910,Clinton,3,2022-04-01,100.13,FIGHTING,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,4,4,59
1955,Clinton,3,2022-04-01,100.13,FIGHTING,106.10,DIRECT ORDER,104.13,CREATE DISTURB,4,3,4
0820,Clinton,3,2022-04-01,100.13,FIGHTING,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,4,4,90
0805,Clinton,3,2022-04-01,113.10,WEAPON,100.13,FIGHTING,104.11,VIOLENT CONDUCT,5,5,365
1910,Clinton,3,2022-04-01,100.13,FIGHTING,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,4,4,33
1035,Elmira,3,2022-04-01,100.13,FIGHTING,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,4,4,15
1020,Fishkill,3,2022-04-01,113.10,WEAPON,114.10,SMUGGLING,,,2,2,90
1350,Five Points,3,2022-04-01,100.11,ASSAULT ON STAFF,113.10,WEAPON,102.10,THREATS,8,8,180
0745,Five Points,3,2022-04-01,102.10,THREATS,107.10,INTERFERENCE,104.13,CREATE DISTURB,4,4,45
1605,Five Points,3,2022-04-01,113.10,WEAPON,100.13,FIGHTING,104.11,VIOLENT CONDUCT,6,6,365
0805,Five Points,3,2022-04-01,102.10,THREATS,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,3,3,365
0710,Franklin,3,2022-04-01,100.13,FIGHTING,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,4,4,60
0710,Franklin,3,2022-04-01,100.13,FIGHTING,102.10,THREATS,104.11,VIOLENT CONDUCT,6,5,93
1125,Franklin,3,2022-04-01,100.13,FIGHTING,102.10,THREATS,104.11,VIOLENT CONDUCT,4,4,60
1405,Green Haven,3,2022-04-01,100.11,ASSAULT ON STAFF,106.10,DIRECT ORDER,107.10,INTERFERENCE,4,4,102
1930,Greene,3,2022-04-01,100.11,ASSAULT ON STAFF,104.11,VIOLENT CONDUCT,,,3,2,730
1905,Marcy,3,2022-04-01,101.20,LEWD CONDUCT,,,,,1,1,15
1400,Marcy,3,2022-04-01,114.10,SMUGGLING,113.23,CONTRABAND,,,2,2,67
1005,Marcy,3,2022-04-01,102.10,THREATS,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,5,5,150
1619,Mid-State,3,2022-04-01,102.10,THREATS,107.10,INTERFERENCE,,,4,2,60
1626,Mohawk,3,2022-04-01,100.11,ASSAULT ON STAFF,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,4,4,60
1040,Mohawk,3,2022-04-01,104.11,VIOLENT CONDUCT,115.10,SEARCH/FRISK,106.10,DIRECT ORDER,4,4,15
1626,Mohawk,3,2022-04-01,100.13,FIGHTING,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,4,4,30
1626,Mohawk,3,2022-04-01,100.13,FIGHTING,106.10,DIRECT ORDER,104.13,CREATE DISTURB,4,3,49
0850,Upstate,3,2022-04-01,100.13,FIGHTING,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,4,3,60
1111,Upstate,3,2022-04-01,100.11,ASSAULT ON STAFF,118.22,UNHYGIENIC ACT,104.11,VIOLENT CONDUCT,5,4,150
0928,Upstate,3,2022-04-01,100.13,FIGHTING,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,5,4,120
0850,Upstate,3,2022-04-01,100.13,FIGHTING,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,4,3,60
0928,Upstate,3,2022-04-01,100.13,FIGHTING,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,5,3,120
0928,Upstate,3,2022-04-01,100.10,ASSAULT ON INMATE,100.13,FIGHTING,104.11,VIOLENT CONDUCT,7,5,90
0928,Upstate,3,2022-04-01,100.13,FIGHTING,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,5,3,60
0928,Upstate,3,2022-04-01,100.10,ASSAULT ON INMATE,100.13,FIGHTING,104.11,VIOLENT CONDUCT,7,5,90
0850,Upstate,3,2022-04-01,100.13,FIGHTING,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,4,3,60
1345,Wende,3,2022-04-01,102.10,THREATS,102.10,THREATS,104.11,VIOLENT CONDUCT,10,10,175
2305,Wyoming,3,2022-04-01,102.10,THREATS,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,6,6,60
1800,Bare Hill,3,2022-04-02,113.10,WEAPON,114.10,SMUGGLING,,,2,2,180
1128,Cayuga,3,2022-04-02,104.11,VIOLENT CONDUCT,104.13,CREATE DISTURB,107.11,HARASSMENT,4,3,30
0705,Cayuga,3,2022-04-02,102.10,THREATS,104.12,DEMONSTRATION,106.10,DIRECT ORDER,6,5,60
0705,Cayuga,3,2022-04-02,102.10,THREATS,104.11,VIOLENT CONDUCT,104.12,DEMONSTRATION,6,6,60
1610,Collins,3,2022-04-02,106.10,DIRECT ORDER,107.10,INTERFERENCE,,,2,2,6
1936,Collins,3,2022-04-02,100.11,ASSAULT ON STAFF,104.11,VIOLENT CONDUCT,115.10,SEARCH/FRISK,6,6,90
2045,Eastern,3,2022-04-02,113.10,WEAPON,102.10,THREATS,,,2,2,92
1115,Elmira,3,2022-04-02,100.10,ASSAULT ON INMATE,113.10,WEAPON,100.13,FIGHTING,6,6,548
1630,Five Points,3,2022-04-02,100.10,ASSAULT ON INMATE,113.10,WEAPON,100.13,FIGHTING,6,6,203
1620,Great Meadow,3,2022-04-02,102.10,THREATS,104.11,VIOLENT CONDUCT,104.13,CREATE DISTURB,5,4,60
0815,Great Meadow,3,2022-04-02,113.10,WEAPON,102.10,THREATS,113.23,CONTRABAND,5,4,180
1000,Green Haven,3,2022-04-02,113.10,WEAPON,,,,,2,1,221
1235,Marcy,3,2022-04-02,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,107.10,INTERFERENCE,5,5,123
1040,Mohawk,3,2022-04-02,113.10,WEAPON,113.11,ALTERED ITEM,,,2,2,90
0755,Sing Sing,3,2022-04-02,118.22,UNHYGIENIC ACT,,,,,2,1,100
1950,Wende,3,2022-04-02,100.13,FIGHTING,104.11,VIOLENT CONDUCT,,,2,2,2
1950,Wende,3,2022-04-02,100.13,FIGHTING,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,3,3,90
1749,Wyoming,3,2022-04-02,113.10,WEAPON,106.10,DIRECT ORDER,113.23,CONTRABAND,7,6,182
1010,Auburn,3,2022-04-03,100.13,FIGHTING,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,4,4,120
2115,Bedford Hills,3,2022-04-03,100.11,ASSAULT ON STAFF,104.11,VIOLENT CONDUCT,107.10,INTERFERENCE,4,4,120
1650,Clinton,3,2022-04-03,100.10,ASSAULT ON INMATE,113.10,WEAPON,104.11,VIOLENT CONDUCT,5,3,365
1700,Collins,3,2022-04-03,106.10,DIRECT ORDER,107.10,INTERFERENCE,,,2,2,15
1755,Coxsackie,3,2022-04-03,100.11,ASSAULT ON STAFF,100.11,ASSAULT ON STAFF,118.10,ARSON,8,8,90
2035,Franklin,3,2022-04-03,102.10,THREATS,106.10,DIRECT ORDER,104.13,CREATE DISTURB,3,3,30
1435,Great Meadow,3,2022-04-03,100.13,FIGHTING,104.11,VIOLENT CONDUCT,104.13,CREATE DISTURB,5,3,100
0754,Greene,3,2022-04-03,100.13,FIGHTING,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,3,3,15
0754,Greene,3,2022-04-03,100.13,FIGHTING,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,3,3,15
1600,Mid-State,3,2022-04-03,100.11,ASSAULT ON STAFF,102.10,THREATS,104.11,VIOLENT CONDUCT,6,5,60
1700,Mid-State,3,2022-04-03,100.11,ASSAULT ON STAFF,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,4,4,94
0604,Mid-State,3,2022-04-03,100.11,ASSAULT ON STAFF,104.11,VIOLENT CONDUCT,104.11,VIOLENT CONDUCT,9,6,9
1651,Mohawk,3,2022-04-03,102.10,THREATS,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,4,4,90
1505,Ulster,3,2022-04-03,102.10,THREATS,104.11,VIOLENT CONDUCT,115.10,SEARCH/FRISK,6,6,30
1617,Upstate,3,2022-04-03,100.13,FIGHTING,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,5,5,60
1510,Upstate,3,2022-04-03,106.10,DIRECT ORDER,106.10,DIRECT ORDER,106.10,DIRECT ORDER,9,8,90
1708,Bare Hill,3,2022-04-04,102.10,THREATS,106.10,DIRECT ORDER,109.12,MOVEMENT VIO,3,3,45
1000,Cayuga,3,2022-04-04,114.10,SMUGGLING,113.34,DRUG USE,180.11,FACIL CORRESPOND,4,3,45
1108,Clinton,3,2022-04-04,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,104.13,CREATE DISTURB,5,4,93
1608,Clinton,3,2022-04-04,100.13,FIGHTING,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,4,4,110
0730,Clinton,3,2022-04-04,100.13,FIGHTING,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,5,3,45
0730,Clinton,3,2022-04-04,100.13,FIGHTING,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,5,3,2
1608,Clinton,3,2022-04-04,113.10,WEAPON,100.13,FIGHTING,104.11,VIOLENT CONDUCT,5,5,199
1015,Clinton,3,2022-04-04,102.10,THREATS,106.10,DIRECT ORDER,107.10,INTERFERENCE,3,3,47
0950,Collins,3,2022-04-04,106.10,DIRECT ORDER,107.10,INTERFERENCE,112.22,OBSTRUCT VISIB,3,3,60
1545,Collins,3,2022-04-04,100.13,FIGHTING,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,3,3,30
1545,Collins,3,2022-04-04,100.13,FIGHTING,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,3,3,30
1910,Collins,3,2022-04-04,100.11,ASSAULT ON STAFF,104.11,VIOLENT CONDUCT,104.13,CREATE DISTURB,3,3,60
1610,Coxsackie,3,2022-04-04,100.13,FIGHTING,104.11,VIOLENT CONDUCT,104.13,CREATE DISTURB,4,3,60
1610,Coxsackie,3,2022-04-04,100.13,FIGHTING,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,4,4,15
1610,Coxsackie,3,2022-04-04,100.13,FIGHTING,104.11,VIOLENT CONDUCT,104.13,CREATE DISTURB,4,3,60
1610,Coxsackie,3,2022-04-04,100.13,FIGHTING,104.11,VIOLENT CONDUCT,105.13,GANGS,4,4,15
0946,Eastern,3,2022-04-04,102.10,THREATS,106.10,DIRECT ORDER,107.11,HARASSMENT,4,4,90
1630,Eastern,3,2022-04-04,113.10,WEAPON,100.13,FIGHTING,104.11,VIOLENT CONDUCT,7,7,135
1310,Elmira,3,2022-04-04,113.10,WEAPON,114.10,SMUGGLING,,,2,2,120
0844,Fishkill,3,2022-04-04,100.11,ASSAULT ON STAFF,104.11,VIOLENT CONDUCT,107.10,INTERFERENCE,4,3,60
0850,Five Points,3,2022-04-04,104.11,VIOLENT CONDUCT,115.10,SEARCH/FRISK,107.10,INTERFERENCE,4,4,29
1000,Five Points,3,2022-04-04,113.10,WEAPON,113.23,CONTRABAND,113.11,ALTERED ITEM,3,3,253
1025,Franklin,3,2022-04-04,102.10,THREATS,106.10,DIRECT ORDER,104.13,CREATE DISTURB,3,3,34
2250,Franklin,3,2022-04-04,102.10,THREATS,106.10,DIRECT ORDER,,,2,2,60
1335,Franklin,3,2022-04-04,100.13,FIGHTING,104.11,VIOLENT CONDUCT,,,2,2,80
0830,Gouverneur,3,2022-04-04,113.10,WEAPON,121.13,UNAUTH PHONE USE,113.23,CONTRABAND,5,5,278
2006,Great Meadow,3,2022-04-04,100.10,ASSAULT ON INMATE,100.13,FIGHTING,104.11,VIOLENT CONDUCT,6,4,90
1815,Green Haven,3,2022-04-04,100.11,ASSAULT ON STAFF,113.10,WEAPON,106.10,DIRECT ORDER,4,3,123
1610,Greene,3,2022-04-04,100.13,FIGHTING,104.11,VIOLENT CONDUCT,105.13,GANGS,5,5,29
2200,Groveland,3,2022-04-04,106.10,DIRECT ORDER,107.10,INTERFERENCE,107.11,HARASSMENT,4,4,2
1630,Groveland,3,2022-04-04,106.10,DIRECT ORDER,107.10,INTERFERENCE,109.12,MOVEMENT VIO,3,3,2
1145,Marcy,3,2022-04-04,100.11,ASSAULT ON STAFF,104.11,VIOLENT CONDUCT,,,4,2,90
1340,Riverview,3,2022-04-04,102.10,THREATS,106.10,DIRECT ORDER,107.10,INTERFERENCE,5,5,45
0840,Sing Sing,3,2022-04-04,100.11,ASSAULT ON STAFF,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,4,4,15
1500,Ulster,3,2022-04-04,113.10,WEAPON,114.10,SMUGGLING,113.23,CONTRABAND,3,3,90
1253,Upstate,3,2022-04-04,100.13,FIGHTING,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,4,4,30
0840,Upstate,3,2022-04-04,100.13,FIGHTING,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,6,3,30
0840,Upstate,3,2022-04-04,100.13,FIGHTING,102.10,THREATS,104.11,VIOLENT CONDUCT,5,5,100
1253,Upstate,3,2022-04-04,100.13,FIGHTING,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,4,4,90
2355,Wende,3,2022-04-04,100.11,ASSAULT ON STAFF,113.10,WEAPON,102.10,THREATS,7,7,119
0840,Wyoming,3,2022-04-04,113.10,WEAPON,114.10,SMUGGLING,113.23,CONTRABAND,4,4,122
2352,Wyoming,3,2022-04-04,100.10,ASSAULT ON INMATE,100.13,FIGHTING,104.11,VIOLENT CONDUCT,5,5,60
1105,Albion,3,2022-04-05,102.10,THREATS,106.10,DIRECT ORDER,181.10,HEARING DISP,4,4,60
1350,Attica,3,2022-04-05,100.10,ASSAULT ON INMATE,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,4,4,120
1030,Attica,3,2022-04-05,102.10,THREATS,107.10,INTERFERENCE,104.13,CREATE DISTURB,4,4,199
1135,Auburn,3,2022-04-05,100.10,ASSAULT ON INMATE,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,7,7,270
1135,Auburn,3,2022-04-05,100.10,ASSAULT ON INMATE,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,5,5,90
1135,Auburn,3,2022-04-05,100.10,ASSAULT ON INMATE,113.10,WEAPON,100.13,FIGHTING,5,4,213
0900,Auburn,3,2022-04-05,102.10,THREATS,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,5,5,30
1400,Auburn,3,2022-04-05,113.10,WEAPON,114.10,SMUGGLING,107.10,INTERFERENCE,3,3,90
1621,Bare Hill,3,2022-04-05,102.10,THREATS,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,6,6,92
1955,Clinton,3,2022-04-05,100.13,FIGHTING,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,4,3,89
1910,Clinton,3,2022-04-05,113.10,WEAPON,118.20,TATTOOING,,,2,2,180
0750,Collins,3,2022-04-05,113.10,WEAPON,,,,,1,1,30
1400,Collins,3,2022-04-05,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,107.10,INTERFERENCE,4,4,30
1721,Coxsackie,3,2022-04-05,100.11,ASSAULT ON STAFF,118.22,UNHYGIENIC ACT,104.11,VIOLENT CONDUCT,4,4,120
1721,Coxsackie,3,2022-04-05,100.11,ASSAULT ON STAFF,118.22,UNHYGIENIC ACT,102.10,THREATS,5,5,90
1721,Coxsackie,3,2022-04-05,100.11,ASSAULT ON STAFF,118.22,UNHYGIENIC ACT,102.10,THREATS,5,5,90
1205,Coxsackie,3,2022-04-05,102.10,THREATS,,,,,1,1,120
1505,Coxsackie,3,2022-04-05,100.11,ASSAULT ON STAFF,118.22,UNHYGIENIC ACT,102.10,THREATS,10,10,90
1721,Coxsackie,3,2022-04-05,100.11,ASSAULT ON STAFF,118.22,UNHYGIENIC ACT,107.10,INTERFERENCE,5,4,60
1010,Eastern,3,2022-04-05,102.10,THREATS,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,5,5,60
0820,Elmira,3,2022-04-05,100.13,FIGHTING,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,4,4,30
1255,Elmira,3,2022-04-05,100.11,ASSAULT ON STAFF,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,4,4,60
0930,Five Points,3,2022-04-05,102.10,THREATS,107.11,HARASSMENT,,,2,2,67
1400,Five Points,3,2022-04-05,100.10,ASSAULT ON INMATE,113.10,WEAPON,104.11,VIOLENT CONDUCT,6,6,180
1015,Five Points,3,2022-04-05,102.10,THREATS,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,4,3,44
2320,Franklin,3,2022-04-05,102.10,THREATS,104.11,VIOLENT CONDUCT,104.13,CREATE DISTURB,3,3,21
1124,Greene,3,2022-04-05,100.10,ASSAULT ON INMATE,100.13,FIGHTING,104.11,VIOLENT CONDUCT,4,4,30
1230,Greene,3,2022-04-05,100.13,FIGHTING,104.11,VIOLENT CONDUCT,104.13,CREATE DISTURB,3,3,60
1124,Greene,3,2022-04-05,100.10,ASSAULT ON INMATE,100.13,FIGHTING,104.11,VIOLENT CONDUCT,4,4,90
1124,Greene,3,2022-04-05,100.10,ASSAULT ON INMATE,100.13,FIGHTING,104.11,VIOLENT CONDUCT,4,4,30
1130,Riverview,3,2022-04-05,100.10,ASSAULT ON INMATE,113.10,WEAPON,100.13,FIGHTING,6,6,182
1130,Riverview,3,2022-04-05,100.10,ASSAULT ON INMATE,113.10,WEAPON,100.13,FIGHTING,6,6,180
0845,Sing Sing,3,2022-04-05,100.11,ASSAULT ON STAFF,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,4,4,75
1550,Sing Sing,3,2022-04-05,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,107.10,INTERFERENCE,5,3,100
0845,Sing Sing,3,2022-04-05,100.11,ASSAULT ON STAFF,102.10,THREATS,104.11,VIOLENT CONDUCT,5,5,60
1320,Upstate,3,2022-04-05,104.12,DEMONSTRATION,104.12,DEMONSTRATION,106.10,DIRECT ORDER,8,8,180
1320,Upstate,3,2022-04-05,104.12,DEMONSTRATION,106.10,DIRECT ORDER,107.10,INTERFERENCE,4,4,45
1320,Upstate,3,2022-04-05,106.10,DIRECT ORDER,107.10,INTERFERENCE,,,4,2,15
1320,Upstate,3,2022-04-05,106.10,DIRECT ORDER,107.10,INTERFERENCE,104.13,CREATE DISTURB,4,3,30
1320,Upstate,3,2022-04-05,106.10,DIRECT ORDER,107.10,INTERFERENCE,104.13,CREATE DISTURB,4,3,30
2345,Washington,3,2022-04-05,100.13,FIGHTING,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,5,5,90
2345,Washington,3,2022-04-05,100.13,FIGHTING,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,5,5,36
0930,Wende,3,2022-04-05,114.10,SMUGGLING,113.34,DRUG USE,180.11,FACIL CORRESPOND,5,5,30
1950,Woodbourne,3,2022-04-05,114.10,SMUGGLING,113.23,CONTRABAND,,,2,2,45
1425,Attica,3,2022-04-06,100.13,FIGHTING,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,5,5,74
0832,Attica,3,2022-04-06,104.11,VIOLENT CONDUCT,107.10,INTERFERENCE,109.12,MOVEMENT VIO,4,3,90
1148,Attica,3,2022-04-06,113.10,WEAPON,,,,,1,1,300
0832,Attica,3,2022-04-06,100.11,ASSAULT ON STAFF,118.22,UNHYGIENIC ACT,107.10,INTERFERENCE,4,4,270
0715,Bare Hill,3,2022-04-06,102.10,THREATS,115.10,SEARCH/FRISK,106.10,DIRECT ORDER,5,4,50
0830,Cape Vincent,3,2022-04-06,101.22,STALKING,101.20,LEWD CONDUCT,113.23,CONTRABAND,4,3,77
1940,Clinton,3,2022-04-06,113.10,WEAPON,100.13,FIGHTING,104.11,VIOLENT CONDUCT,6,6,367
2200,Clinton,3,2022-04-06,101.20,LEWD CONDUCT,,,,,2,1,45
1315,Clinton,3,2022-04-06,104.11,VIOLENT CONDUCT,115.10,SEARCH/FRISK,106.10,DIRECT ORDER,6,6,30
1020,Clinton,3,2022-04-06,104.12,DEMONSTRATION,106.10,DIRECT ORDER,104.13,CREATE DISTURB,3,3,133
1010,Collins,3,2022-04-06,102.10,THREATS,,,,,1,1,120
0915,Coxsackie,3,2022-04-06,102.10,THREATS,,,,,1,1,90
0754,Coxsackie,3,2022-04-06,100.13,FIGHTING,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,4,4,92
0754,Coxsackie,3,2022-04-06,100.13,FIGHTING,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,4,4,92
1621,Coxsackie,3,2022-04-06,100.13,FIGHTING,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,4,4,15
1621,Coxsackie,3,2022-04-06,100.13,FIGHTING,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,4,4,120
1621,Coxsackie,3,2022-04-06,100.13,FIGHTING,104.11,VIOLENT CONDUCT,104.13,CREATE DISTURB,3,3,15
1015,Elmira,3,2022-04-06,113.10,WEAPON,,,,,1,1,135
2140,Elmira,3,2022-04-06,100.10,ASSAULT ON INMATE,113.10,WEAPON,104.11,VIOLENT CONDUCT,4,4,60
1510,Fishkill,3,2022-04-06,113.10,WEAPON,114.10,SMUGGLING,109.10,OUT OF PLACE,3,3,90
0920,Five Points,3,2022-04-06,118.10,ARSON,106.10,DIRECT ORDER,107.10,INTERFERENCE,4,4,350
0655,Five Points,3,2022-04-06,100.11,ASSAULT ON STAFF,100.11,ASSAULT ON STAFF,118.22,UNHYGIENIC ACT,7,4,104
1000,Franklin,3,2022-04-06,113.33,DRUG POSSES,,,,,1,1,45
2030,Gouverneur,3,2022-04-06,104.11,VIOLENT CONDUCT,115.10,SEARCH/FRISK,106.10,DIRECT ORDER,5,5,120
2045,Gouverneur,3,2022-04-06,102.10,THREATS,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,4,4,89
2045,Gouverneur,3,2022-04-06,102.10,THREATS,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,4,4,89
2045,Gouverneur,3,2022-04-06,113.10,WEAPON,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,6,5,90
0807,Gouverneur,3,2022-04-06,113.10,WEAPON,102.10,THREATS,109.15,REFUSE DBL CELLING,5,4,60
1900,Great Meadow,3,2022-04-06,113.10,WEAPON,113.23,CONTRABAND,113.11,ALTERED ITEM,3,3,365
1730,Great Meadow,3,2022-04-06,106.10,DIRECT ORDER,107.10,INTERFERENCE,,,4,2,15
1200,Groveland,3,2022-04-06,106.10,DIRECT ORDER,107.10,INTERFERENCE,109.12,MOVEMENT VIO,3,3,2
1045,Groveland,3,2022-04-06,106.10,DIRECT ORDER,107.10,INTERFERENCE,109.12,MOVEMENT VIO,3,3,89
0815,Lakeview,3,2022-04-06,100.11,ASSAULT ON STAFF,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,5,5,365
0815,Lakeview,3,2022-04-06,100.11,ASSAULT ON STAFF,118.22,UNHYGIENIC ACT,104.11,VIOLENT CONDUCT,6,6,270
2000,Lakeview,3,2022-04-06,100.10,ASSAULT ON INMATE,104.11,VIOLENT CONDUCT,,,2,2,180
0935,Marcy,3,2022-04-06,104.11,VIOLENT CONDUCT,115.10,SEARCH/FRISK,106.10,DIRECT ORDER,4,4,60
1945,Mid-State,3,2022-04-06,104.11,VIOLENT CONDUCT,115.10,SEARCH/FRISK,106.10,DIRECT ORDER,3,3,15
1025,Mohawk,3,2022-04-06,114.10,SMUGGLING,113.23,CONTRABAND,,,2,2,60
1715,Orleans,3,2022-04-06,105.13,GANGS,114.10,SMUGGLING,113.23,CONTRABAND,3,3,90
0820,Orleans,3,2022-04-06,114.10,SMUGGLING,113.23,CONTRABAND,,,2,2,30
0925,Riverview,3,2022-04-06,100.13,FIGHTING,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,4,4,102
0815,Sing Sing,3,2022-04-06,113.10,WEAPON,,,,,1,1,91
0850,Upstate,3,2022-04-06,100.13,FIGHTING,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,4,4,60
0850,Upstate,3,2022-04-06,100.13,FIGHTING,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,4,4,60
0850,Upstate,3,2022-04-06,100.13,FIGHTING,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,4,4,30
1450,Wende,3,2022-04-06,100.13,FIGHTING,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,4,4,60
1450,Wende,3,2022-04-06,100.13,FIGHTING,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,4,4,3
1300,Woodbourne,3,2022-04-06,114.10,SMUGGLING,113.23,CONTRABAND,,,3,2,96
1620,Attica,3,2022-04-07,100.10,ASSAULT ON INMATE,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,5,5,60
1955,Attica,3,2022-04-07,113.10,WEAPON,113.23,CONTRABAND,113.11,ALTERED ITEM,3,3,102
1745,Attica,3,2022-04-07,100.11,ASSAULT ON STAFF,104.11,VIOLENT CONDUCT,115.10,SEARCH/FRISK,6,6,60
1003,Auburn,3,2022-04-07,114.10,SMUGGLING,113.23,CONTRABAND,116.11,TAMPER WITH PROP,3,3,90
1125,Auburn,3,2022-04-07,106.10,DIRECT ORDER,107.10,INTERFERENCE,104.13,CREATE DISTURB,4,4,90
0930,Auburn,3,2022-04-07,113.10,WEAPON,,,,,3,1,120
1815,Auburn,3,2022-04-07,100.11,ASSAULT ON STAFF,104.11,VIOLENT CONDUCT,107.10,INTERFERENCE,4,3,60
1611,Auburn,3,2022-04-07,114.10,SMUGGLING,113.33,DRUG POSSES,,,2,2,150
0306,Auburn,3,2022-04-07,101.22,STALKING,106.10,DIRECT ORDER,101.20,LEWD CONDUCT,5,4,76
0915,Bare Hill,3,2022-04-07,102.10,THREATS,106.10,DIRECT ORDER,107.11,HARASSMENT,4,4,61
1235,Bedford Hills,3,2022-04-07,102.10,THREATS,107.11,HARASSMENT,,,3,2,90
0915,Cayuga,3,2022-04-07,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,107.10,INTERFERENCE,4,4,21
0730,Cayuga,3,2022-04-07,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,107.10,INTERFERENCE,5,5,90
0605,Clinton,3,2022-04-07,113.10,WEAPON,114.10,SMUGGLING,,,2,2,90
1200,Clinton,3,2022-04-07,114.10,SMUGGLING,113.33,DRUG POSSES,,,2,2,15
0740,Clinton,3,2022-04-07,101.20,LEWD CONDUCT,107.11,HARASSMENT,,,2,2,30
2120,Collins,3,2022-04-07,100.10,ASSAULT ON INMATE,104.11,VIOLENT CONDUCT,,,2,2,120
1345,Collins,3,2022-04-07,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,107.10,INTERFERENCE,5,5,45
2015,Collins,3,2022-04-07,100.13,FIGHTING,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,3,3,30
2015,Collins,3,2022-04-07,100.13,FIGHTING,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,3,3,10
0100,Elmira,3,2022-04-07,100.11,ASSAULT ON STAFF,113.10,WEAPON,118.22,UNHYGIENIC ACT,13,13,730
